SECTOR_NAME,DATA YEAR,ENTRY_COHORT,GROUP,SUBGROUP,TOTAL_COHORT,ASSOC EARNED < 2 YEARS,ASSOC EARNED IN 2 YEARS,ASSOC EARNED IN 3 YEARS,ASSOC EARNED IN 4 YEARS,ASSOC EARNED IN 5 YEARS,ASSOC EARNED IN 6 YEARS,BACH EARNED IN 4 YEARS,BACH EARNED IN 5 YEARS,BACH EARNED IN 6 YEARS,PERCENT STILL ENROLLED,PERCENT TRANSFERRED OUT,IPEDS EXCLUSIONS,OTHER EXCLUSIONS
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,38,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.68%,42.11%,47.37%,0.00%,31.58%,0.00%,21.05%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,34,0.00%,0.00%,2.94%,0.00%,0.00%,0.00%,32.35%,47.06%,50.00%,0.00%,29.41%,0.00%,17.65%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Nonresident Alien,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,25.00%,0.00%,25.00%,0.00%,50.00%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,Nonresident Alien,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,Nonresident Alien,5,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,40.00%,40.00%,40.00%,0.00%,0.00%,20.00%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,Nonresident Alien,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,Nonresident Alien,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,Nonresident Alien,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,33.33%,66.67%,0.00%,0.00%,0.00%,33.33%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,Nonresident Alien,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,Nonresident Alien,10,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,50.00%,50.00%,10.00%,20.00%,0.00%,20.00%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,Nonresident Alien,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Nonresident Alien,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,66.67%,66.67%,0.00%,0.00%,0.00%,33.33%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Nonresident Alien,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Black / African American,480,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.46%,49.58%,54.38%,2.92%,13.96%,0.00%,28.75%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,Black / African American,519,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.29%,52.99%,58.38%,2.31%,16.18%,0.00%,23.12%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,Black / African American,578,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.74%,46.37%,51.73%,2.25%,16.96%,0.00%,29.07%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,Black / African American,524,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.10%,51.91%,56.30%,1.34%,16.41%,0.00%,25.95%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,Black / African American,561,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.37%,52.76%,56.33%,1.25%,16.93%,0.00%,25.49%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,Black / African American,475,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.47%,50.11%,56.84%,2.11%,14.74%,0.00%,26.32%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,Black / African American,508,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,30.51%,50.39%,54.53%,1.18%,29.53%,0.00%,14.57%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,Black / African American,441,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.69%,51.02%,55.78%,2.04%,27.44%,0.00%,14.74%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,Black / African American,469,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.61%,58.64%,62.26%,1.07%,24.09%,0.00%,12.58%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Black / African American,450,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.67%,61.11%,63.78%,1.11%,21.33%,0.00%,13.78%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Black / African American,525,0.00%,0.38%,0.38%,0.00%,0.00%,0.00%,44.19%,59.62%,62.10%,1.52%,23.81%,0.00%,12.19%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,14.29%,42.86%,0.00%,0.00%,0.00%,57.14%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,11,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,9.09%,9.09%,0.00%,54.55%,0.00%,36.36%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,5,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,40.00%,0.00%,0.00%,0.00%,60.00%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,10,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,40.00%,10.00%,10.00%,0.00%,40.00%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,16.67%,16.67%,0.00%,33.33%,0.00%,50.00%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,33.33%,33.33%,0.00%,50.00%,0.00%,16.67%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,28.57%,0.00%,28.57%,0.00%,42.86%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%,50.00%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,0.00%,50.00%,0.00%,0.00%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.44%,44.44%,44.44%,0.00%,11.11%,0.00%,44.44%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,American Indian / Alaskan Native,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.44%,55.56%,55.56%,0.00%,22.22%,0.00%,22.22%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Asian,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,Asian,189,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.15%,62.43%,70.37%,2.12%,10.58%,0.00%,16.93%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,Asian,153,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.60%,66.01%,71.90%,1.96%,13.07%,0.00%,13.07%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,Asian,183,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.07%,65.57%,70.49%,1.09%,9.84%,0.00%,18.58%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,Asian,182,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.46%,69.23%,75.27%,0.55%,7.69%,0.00%,16.48%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,Asian,163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41.72%,65.64%,73.62%,0.61%,9.20%,0.00%,16.56%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,Asian,192,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,43.75%,76.04%,83.33%,1.56%,10.94%,0.00%,4.17%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,Asian,181,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55.80%,72.38%,74.59%,0.55%,16.57%,0.00%,8.29%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,Asian,161,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.63%,79.50%,80.12%,1.24%,17.39%,0.00%,1.24%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Asian,220,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,60.91%,76.82%,79.09%,0.91%,15.00%,0.00%,4.55%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Asian,197,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.41%,75.63%,77.16%,1.02%,17.77%,0.00%,4.06%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%,50.00%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,50.00%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Native Hawaiian / Pacific Islander,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,White,296,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.91%,36.15%,42.91%,0.68%,26.35%,0.00%,30.07%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,White,306,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%,20.26%,37.91%,41.83%,3.92%,27.12%,0.00%,26.80%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,White,275,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.82%,36.00%,40.36%,2.18%,33.82%,0.00%,23.64%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,White,239,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.08%,40.59%,47.70%,3.35%,22.18%,0.00%,26.78%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,White,229,0.00%,0.44%,0.44%,0.00%,0.00%,0.00%,17.47%,36.24%,41.05%,1.75%,31.00%,0.00%,25.76%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,White,214,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.89%,36.92%,42.06%,0.93%,28.04%,0.00%,28.97%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,White,218,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.56%,45.41%,49.08%,2.29%,34.40%,0.00%,14.22%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,White,149,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.17%,46.98%,50.34%,2.01%,27.52%,0.00%,20.13%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,White,121,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.88%,46.28%,50.41%,1.65%,28.10%,0.00%,19.83%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,White,132,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37.12%,56.82%,59.85%,0.76%,29.55%,0.00%,9.85%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,White,121,0.00%,0.83%,0.83%,0.00%,0.00%,0.00%,35.54%,54.55%,57.02%,0.83%,27.27%,0.00%,14.05%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Asian / Pacific Islander,173,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.88%,63.58%,67.63%,0.58%,11.56%,0.00%,20.23%
SUNY,2008-09,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,77,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.06%,55.84%,67.53%,2.60%,1.30%,0.00%,28.57%
SUNY,2009-10,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,105,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.62%,51.43%,59.05%,4.76%,13.33%,0.00%,22.86%
SUNY,2010-11,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,126,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.02%,45.24%,50.79%,3.97%,16.67%,0.00%,28.57%
SUNY,2011-12,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,150,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.33%,48.00%,54.00%,1.33%,18.67%,0.00%,26.00%
SUNY,2012-13,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,143,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.56%,58.74%,62.94%,1.40%,7.69%,0.00%,27.97%
SUNY,2013-14,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,146,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37.67%,57.53%,63.70%,0.00%,13.01%,0.00%,23.29%
SUNY,2014-15,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,64,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,46.88%,51.56%,1.56%,26.56%,0.00%,20.31%
SUNY,2015-16,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.14%,57.14%,60.71%,0.00%,21.43%,0.00%,17.86%
SUNY,2016-17,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,26,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.46%,69.23%,76.92%,0.00%,11.54%,0.00%,11.54%
SUNY,2017-18,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,34,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41.18%,73.53%,73.53%,0.00%,20.59%,0.00%,5.88%
SUNY,2018-19,First-Time Entrants,Opportunity Programs,Race/Ethnicity Unknown,24,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45.83%,62.50%,62.50%,0.00%,33.33%,0.00%,4.17%
CUNY,2008-09,First-Time Entrants,Opportunity Programs,Hispanic,721,0.00%,0.00%,0.00%,0.14%,0.14%,0.28%,5.27%,20.53%,29.40%,9.43%,27.88%,0.00%,32.73%
CUNY,2009-10,First-Time Entrants,Opportunity Programs,Hispanic,836,0.00%,0.00%,0.12%,0.00%,0.12%,0.00%,6.34%,23.92%,30.50%,9.93%,28.71%,0.00%,30.62%
CUNY,2010-11,First-Time Entrants,Opportunity Programs,Hispanic,582,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,7.04%,26.29%,35.40%,7.39%,29.90%,0.00%,27.15%
CUNY,2011-12,First-Time Entrants,Opportunity Programs,Hispanic,731,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,6.16%,28.18%,34.20%,8.62%,28.86%,0.00%,28.18%
CUNY,2012-13,First-Time Entrants,Opportunity Programs,Hispanic,650,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,8.00%,26.62%,33.38%,8.62%,30.92%,0.00%,26.92%
CUNY,2013-14,First-Time Entrants,Opportunity Programs,Hispanic,755,0.00%,0.00%,0.00%,0.13%,0.13%,0.00%,8.34%,31.26%,38.94%,6.62%,28.08%,0.00%,26.09%
CUNY,2014-15,First-Time Entrants,Opportunity Programs,Hispanic,748,0.00%,0.00%,0.00%,0.00%,0.13%,0.13%,9.09%,31.28%,36.90%,7.09%,30.88%,0.00%,24.87%
CUNY,2015-16,First-Time Entrants,Opportunity Programs,Hispanic,789,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.41%,35.74%,42.97%,6.97%,18.12%,0.00%,31.94%
CUNY,2016-17,First-Time Entrants,Opportunity Programs,Hispanic,731,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,10.94%,37.21%,46.51%,8.62%,21.75%,0.00%,22.98%
CUNY,2017-18,First-Time Entrants,Opportunity Programs,Hispanic,513,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,14.23%,38.21%,45.22%,5.85%,24.95%,0.00%,23.78%
CUNY,2018-19,First-Time Entrants,Opportunity Programs,Hispanic,569,0.00%,0.18%,0.18%,0.18%,0.00%,0.00%,16.87%,43.23%,49.38%,4.39%,22.67%,0.00%,23.20%
CUNY,2008-09,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2009-10,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2010-11,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2011-12,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2012-13,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2013-14,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2014-15,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2015-16,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2016-17,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2017-18,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2018-19,First-Time Entrants,Opportunity Programs,Non-Hispanic and 2 or more races,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CUNY,2008-09,First-Time Entrants,Opportunity Programs,Nonresident Alien,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,16.67%,0.00%,50.00%,0.00%,33.33%
CUNY,2009-10,First-Time Entrants,Opportunity Programs,Nonresident Alien,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,22.22%,22.22%,22.22%,0.00%,33.33%
CUNY,2010-11,First-Time Entrants,Opportunity Programs,Nonresident Alien,28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,32.14%,53.57%,7.14%,14.29%,0.00%,25.00%
CUNY,2011-12,First-Time Entrants,Opportunity Programs,Nonresident Alien,33,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,33.33%,48.48%,6.06%,21.21%,0.00%,24.24%
CUNY,2012-13,First-Time Entrants,Opportunity Programs,Nonresident Alien,23,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.70%,30.43%,43.48%,8.70%,13.04%,0.00%,34.78%
CUNY,2013-14,First-Time Entrants,Opportunity Programs,Nonresident Alien,28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,21.43%,28.57%,3.57%,35.71%,0.00%,32.14%
