DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
C108,BOOKS AND RATTLES - II PEEK A BOO,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C117,SUNSHINE DEVEVELOPMENTAL SCHOOL,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C118,CANARSIE CHILDHOOD CENTER PRE-SCHOOL,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C119,HEARTSHARE- LEFFERTS LIBERTY KIWANIS FIRST STEP,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C121,HEARTSHARE- GOV. MARIO M AND MATILDA RAFFA CUOMO - FAMILY FIRST STEP,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C125,ICCD - REGO PARK,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C126,KIDS CENTRIC - P.A.L. SCHWARTZ,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C130,CHARLES R. DREW ELC. QNS CTY ED. ELC ADMIN,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C133,HENRY AND LOUISE LOEB THERAPEUTIC NURSERY SCHOOL,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C135,UNITED COMMUNITY SERVICES - STANHOPE ST.,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C141,CHILD STUDY CENTER OF NEW YORK - STATEN ISLAND,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C147,CHILD STUDY CENTER OF NEW YORK - BROOKLYN,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C148,CHILDREN AT PLAY EARLY INTERVENTION CENTER,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C157,SUNSHINE DEV. SCH -LA PENINSULA HEAD START,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C178,EASTER SEALS- CHILD DEVELOPMENT CENTER,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C182,Y.A.I. - NYLFEL - ROOSEVELT CHILDREN'S CENTER,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C195,STEPPINGSTONE DAY SCHOOL - WESTCHESTER AVE.,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C196,LITTLE MEADOWS  -PEE WEE FOLKS,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C197,EAST RIVER CHILD DEVEVELOPMENT CENTER,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C199,EDEN II - LITTLE MIRACLES - SKYLINE DR.,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C201,SUSAN E. WAGNER - GROW WITH US PRE-SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C221,AIM HIGH- WOODBINE,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C222,GINGERBREAD LEARNING CENTER - WOODROW RD.,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C223,GINGERBREAD LEARNING CENTER - NORTH GANNON AVE.,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C225,HIGHBRIDGE ADVISORY COUNCIL - MARSHALL ENGLAND EARLY LEARNING CENTER,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C226,THERACARE - LAGUARDIA COMMUNITY COLLEGE,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C240,NORTHSIDE CENTER - SUSAN PATRICOF HEAD START CENTER,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C244,GUILD FOR EXCEPTIONAL CHILDREN,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C247,AIM HIGH - RISE AND SHINE DAYCARE,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C249,AIM HIGH - JFKIDS,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C262,HC-HC - ACE PRESCHOOL,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C264,ICLC - PARKSIDE AVENUE,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C265,HC-HC - SEIT PROGRAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C266,HEBREW INSTITUTE FOR THE DEAF,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C268,HELEN KELLER SERVICES FOR THE BLIND,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C270,H.A.S.C.- INFANT,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C271,ICCD - WHITESTONE,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C272,H.A.S.C. - REMSEN AVE.,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C275,HIGHBRIDGE ADVISORY COUNCIL - EARLY CHILDHOOD CENTER #3,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C277,KIDS CENTRIC - UNIVERSITY SETTLEMENT CHILDREN'S CORNER,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C282,KIDS CENTRIC - BOULEVARD DAY CARE CENTER,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C286,SUNSHINE DEV. SCH - COMM. FOR EARLY CHILD. DEV. HS. - SUTPHIN BOULEVARD,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C287,THERACARE - CHILDREN'S AID SOCIETY,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C295,SUNSHINE DEV. SCH - FAMILY HEADSTART - GLENWOOD,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C296,SUNSHINE DEV. SCH - FAMILY HEADSTART - NEPTUNE AVE.,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C299,THERACARE - LITTLE ANGELS HEAD START,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C302,KIDS CENTRIC - COMM. PARENTS HDST - BEACH CHANNEL DR.,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C303,KIDS CENTRIC - COMM. PARENTS HDST - CHAUNCEY ST.,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C306,ICCD - BAYSIDE SITE #1,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C311,ADAPTIVE SOLUTIONS MULTI SERVICES,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C317,FIRST FOOT FORWARD - VICTORY BLVD.,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C318,UPPER MANHATTAN MENTAL HEALTH CENTER - CHILDREN DAY TREATMENT PROGRAM,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C320,JACKSON DEVELOPMENTAL CENTER,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C329,KENNEDY CHILD STUDY CENTER - 179ST.,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C342,LEAGUE SCHOOL - JOAN FENICHEL THERAPEUTIC NURSERY,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C349,LIFELINE CENTER FOR CHILD DEVELOPMENT,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C351,LEAKE AND WATTS - DR. KATHERINE DODGE BROWNELL SCHOOL,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C353,LIFE SKILLS SCHOOL - BRONX - SITE 1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C368,ICLC- STANLEY S. LAMM INSTITUTE,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C378,KENNEDY CHILD STUDY CENTER ANNEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C379,LITTLE MEADOWS - EARLY CHILDHOOD CENTER,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C383,Y.A.I. - NYLFEL - GREENPOINT SCHOOL,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C416,KIDS CENTRIC - 155TH ST.,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C417,N.Y.CHILD LEARNING INSTITUTE,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C421,NEW YORK CENTER FOR CHILD DEVELOPMENT,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C435,LIFE SKILLS SCHOOL - FLUSHING,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C436,AIM HIGH - 83 MARL RD.,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C438,THERACARE - UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATIONS,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C445,NY INSTITUTE FOR SPECIAL EDUCATION - READINESS PROGRAM,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C454,Y.A.I.  -NYLFEL - GRAMERCY SCHOOL,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C455,Y.A.I. - NYLFEL - WM.O'CONNOR SCHOOL PRE-SCHOOL,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C457,Y.A.I. - NYLFEL - HARRY H. GORDON SCHOOL,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C459,NYLFEL - HARRY H. GORDON SCHOOL ANNEX,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C462,THERACARE - NUESTRO NINOS DAY CARE CENTER,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C463,AHRC - ASTORIA BLUE FEATHER,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C465,AHRC - HOWARD HABER EARLY LEARNING CENTER,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C470,OTSAR EARLY CHILDHOOD CENTER,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C472,NORTHSIDE CENTER - THERAPEUTIC EARLY CHILDHOOD CENTER,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C477,THERACARE - IVY LEAGUE EARLY LEARNING - STATEN ISLAND,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C480,KIDS CENTRIC -  GRANT ST. SETTLEMENT HEADSTART,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C481,"PARSONS PRE-SCHOOL - PEP, INC. - HILLSIDE AVE.",27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C485,"CHARLES R. DREW ELC QNS CTY ED., ELC #2",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C486,THERACARE - BLANCE COMMUNITY PROGRESS DAY,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C488,ON OUR WAY LEARNING CENTER,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C494,"PARSONS PRE-SCHOOL - PEP, INC. - PARSONS BLVD.",31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C505,"PARSONS PRE-SCHOOL - PEP, INC. - WOODHAVEN SITE",42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C506,SESAME SPROUT INC.,91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C512,THERACARE - CHILD CENTER OF NY,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C517,SETON FOUNDATION FOR LEARNING,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C518,KENNEDY CHILD STUDY CENTER - ADMIN AND EVAL SITE,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C519,THERACARE - TRABAJAMOS COMMUNITY HEAD START,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C520,THERACARE - THE EDUCATIONAL ALLIANCE,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C522,U.C.P. - MANHATTAN - PRE-SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C523,LEAKE AND WATTS -CHILDREN'S LEARNING CENTER,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C528,SESAME SPROUT INC. - B'ABOVE WORLDWIDE INST. - FARMERS BLVD.,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C530,LIFE SKILLS SCHOOL - BRONX - SITE 2,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C536,"SMALL WONDER PRE-SCHOOL, INC. - ADMIN",42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C542,SHELTERING ARMS - VIRGINIA DAY THERAPEUTIC NURSERY,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C543,EPISCOPAL SOCIAL SERVICES - THERAPEUTIC NURSERY,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C544,SHIELD INSTITUTE - BRONX,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C545,SHIELD INSTITUTE - QUEENS,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C546,SESAME SPROUT INC. - GRAND STREET SETTLEMENT,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C547,HC-HC - SECOND STEP - EAST 46TH ST,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C550,HC-HC - HOSPITAL CLINIC HOME CENTER,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C551,VILLAGE CHILD DEVELOPMENT CENTER,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C555,JOAN P. HODUM EARLY LEARNING CENTER,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C559,AHRC - ESTHER ASHKENAZ CENTRAL PARK,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C562,DILLON CHILD STUDY CENTER,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C564,ST.MARY'S HOSPITAL,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C568,STEPPINGSTONE DAY SCHOOL - VLEIGH PL.,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C579,THESE OUR TREASURES,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C584,U.C.P.- HEARST-PRE-SCHOOL,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C585,U.C.P. - STATEN ISLAND - PRE-SCHOOL,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C586,U.C.P.- BRONX - PRE-SCHOOL,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C589,U.C.P.-QUEENS-CHILDREN'S CENTER,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C598,"THERAPY AND LEARNING CENTER, INC.",71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C601,VOLUNTEERS OF AMERICA- BRONX EARLY LEARNING,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C605,VOLUNTEERS OF AMERICA- STATEN ISLAND,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C608,WILLIAMSBURGH INFANT AND EARLY CHILDHOOD,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C626,SUSAN E. WAGNER DAY CARE CENTER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C628,ST. DOMINIC -T.O.R.C.H.,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C630,KIDS CENTRIC - MEDGAR EVERS HDST,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C661,UNITED COMMUNITY SERVICES - WILSON AVE.,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C663,LITTLE L.A.M.B. PRE-SCHOOL,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C752,Y.A.I. - NYLFEL - FOREST HILLS WEST,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C754,AHRC - FRANCIS OF PAOLA,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C814,SUSAN E. WAGNER DAY SCHOOL - POST RD.,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C815,SUNSHINE DEV. SCH - SHARON BAPTIST HEAD START,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C857,STATEN ISLAND MENTAL HEALTH - ELIZ. POUCH CTR. - OSGOOD AVE.,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C864,LITTLE MEADOWS - INTERNATIONAL NURSERY,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C868,THE CLARKE SCHOOL FOR THE DEAF,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C869,COMMUNITY EDUCATIONAL SERVICES,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C901,LITTLE MEADOWS - SAMUEL FIELD YM & YWHA,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C903,UNITED COMMUNITY SERVICES - CENTRAL AVE.,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C912,QUEENS SCHOOL FOR AUTISTIC CHILDREN,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C925,SHEMA KOLAINU - HEAR OUR VOICES,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C941,BIRCH FAMILY SERVICES INC. - MILL BASIN,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C943,BIRCH FAMILY SERVICES INC. - WATSON AVE.,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C948,UNITED COMMUNITY SERVICES - LEONARD ST.,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C950,HEARTSHARE - EARLY CHILDHOOD CENTER,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C955,ABC- CASSIDY'S PLACE,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C956,ABC - THE GRAHAM SCHOOL,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C966,BIRCH FAMILY SERVICES INC. - NAZARETH CENTER,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C968,Y.A.I. - NYLFEL - MIDWOOD,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C979,"SMALL WONDER PRE-SCHOOL, INC. - YORK COLLEGE - SOUTH JAMAICA CENTER",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C989,FIRST FOOT FORWARD - ARTHUR KILL RD.,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C993,BIRCH FAMILY SERVICES INC. - WESTERN QUEENS CENTER,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C997,"POSITIVE BEGINNINGS, INC. - ADMIN AND EVAL SITE",30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C998,SUSAN E. WAGNER DAY SCHOOL - WHITE PLAINS RD.,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CXX1,HEARTSHARE - DOLLY AND FRANK RUSSO FIRST STEP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CXX2,HIGHBRIDGE ADVISORY COUNCIL - DAY CARE CENTER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CXX3,BIRCH FAMILY SERVICES INC. - ST. THERESA AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CXX9,NYLFEL - THE CLEARVIEW SCHOOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAAE,ADELPHI ACADEMY OF BROOKLYN,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAAS,ASSOCIATED BETH RIVKAH SCHOOLS - PRESCHOOL,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABC,BAIS SARAH SCHOOL,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABD,BAIS TZIPORAH,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABE,BAIS YAAKOV D'CHASSIDEI GUR,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABF,BAIS YAAKOV ACADEMY (ELM),31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABG,YESHIVA JESODE HATORAH,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABN,BARKAI YESHIVAH,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABP,BATTALION CHRISTIAN ACADEMY,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KABU,BE-ER HAGOLAH INSTITUTES,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KACI,BAMBI DAY CARE,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KADG,BNOS MENACHEM,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KADN,ZION DAY CARE,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KADP,GAN DAY CARE CENTER,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KADW,BROOKLYN AMITY SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAET,DIMITRIOS & GEORGIA KALOIDIS PARICHOL SCHOOL OF HOLY CROSS GREEK ORTHODOX CHURCH,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAFB,EPIPHANY LUTHERAN SCHOOL,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAFO,GOOD SHEPHERD SCHOOL,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAFZ,HIDEC,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAHA,MASORES BAIS YAAKOV,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAHX,GATEWAY CITY ACADEMY,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAIN,PHYL'S ACADEMY,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAIT,PROSPECT PARK YESHIVA,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJD,ST. ANSELM CATHOLIC ACADEMY,66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJE,ST. ATHANASIUS SCHOOL,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJI,ST. BRIGID CATHOLIC ACADEMY,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJR,HEARTSHARE HUMAN SERVICES OF NEW YORK,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJT,ST. FRANCES CABRINI CATHOLIC ACADEMY,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAJW,ST FRANCIS OF ASSISI,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAKF,ST MARK SCHOOL,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAKI,ST. PETER CATHOLIC ACADEMY,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAKR,ST STANISLAUS KOSTKA CATHOLIC ACADEMY,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAKU,ST. CATHERINE OF GENOA ~ ST. THERESE OF LISIEUX CATHOLIC ACADEMY,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KALL,ST. GREGORY THE GREAT CATHOLIC ACADEMY,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KALT,THE CHEDER,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAMW,"YESHIVA & MESIVTA TORAH TEMIMAH, INC.",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KANO,YESHIVAS BOYAN TIFERETH MORDECHAI SHLOMO,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KANX,YESHIVA KARLIN STOLIN,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAOA,YESHIVA HEADSTART 40TH STREET,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAOP,YESHIVAH OF FLATBUSH,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAOQ,YESHIVA OF KINGS BAY,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAOV,YESHIVA OHR SHRAGA,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAPB,YESHIVAT SHAARE TORAH,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAPM,YESHIVA TORAS EMES,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAPR,TALMUD TORAH CROWN HEIGHTS YESHIVAH,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KARQ,PARKWAY SCHOOL,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KARS,ACTION NURSERY,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASC,BREVOORT CHILDREN'S CENTER,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASG,EDWARDS L. CLEAVELAND,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASI,CORTELYOU ACADEMY,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASJ,BCS DUFFIELD CHILDREN'S CENTER,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASK,FRIENDS OF CROWN HEIGHTS 13,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASR,GLENNWOOD AVENUE HEAD START,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KASZ,EAST MIDWOOD HEBREW DAY SCHOOL,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KATG,AHRC FRANCIS OF PAOLA EARLY LEARNING CENTER,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KATZ,NEPTUNE AVENUE HEAD START,87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAUK,NYL/WOC MIDWOOD,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAVQ,HEBREW EDUCATIONAL SOCIETY,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAWC,"HANOVER PLACE CHILD CARE CENTER, LLC",61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAWQ,M.A.C.A.D.E.M.Y.,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAWX,PAL WORLD OF CREATIVE EXPERIENCES HEAD START,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAXC,BISHOP SEXTON,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAXU,UNIVERSITY SETTLEMENT CHILDREN'S CORNER,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAXW,"HIGHLIGHTS ACADEMY, INC.",38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAYF,PAL LA PUERTA ABIERTA,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KAYS,HAWTHORNE CORNERS DAY CARE CENTER,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
