SECTOR_NAME,DATA YEAR,ENTRY_COHORT,GROUP,SUBGROUP,TOTAL_COHORT,ASSOC EARNED < 2 YEARS,ASSOC EARNED IN 2 YEARS,ASSOC EARNED IN 3 YEARS,ASSOC EARNED IN 4 YEARS,ASSOC EARNED IN 5 YEARS,ASSOC EARNED IN 6 YEARS,BACH EARNED IN 4 YEARS,BACH EARNED IN 5 YEARS,BACH EARNED IN 6 YEARS,PERCENT STILL ENROLLED,PERCENT TRANSFERRED OUT,IPEDS EXCLUSIONS,OTHER EXCLUSIONS
INDEPENDENT,2008-09,First-Time Entrants,Opportunity Programs,Students with Disabilities,79,0.00%,1.27%,1.27%,1.27%,0.00%,0.00%,36.71%,55.70%,59.49%,1.27%,8.86%,0.00%,27.85%
INDEPENDENT,2009-10,First-Time Entrants,Opportunity Programs,Students with Disabilities,35,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45.71%,57.14%,57.14%,2.86%,11.43%,0.00%,28.57%
INDEPENDENT,2010-11,First-Time Entrants,Opportunity Programs,Students with Disabilities,22,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.27%,45.45%,54.55%,13.64%,4.55%,0.00%,27.27%
INDEPENDENT,2011-12,First-Time Entrants,Opportunity Programs,Students with Disabilities,62,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.29%,33.87%,37.10%,1.61%,29.03%,0.00%,32.26%
INDEPENDENT,2012-13,First-Time Entrants,Opportunity Programs,Students with Disabilities,47,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.04%,44.68%,51.06%,2.13%,14.89%,0.00%,31.91%
INDEPENDENT,2013-14,First-Time Entrants,Opportunity Programs,Students with Disabilities,61,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.98%,65.57%,67.21%,3.28%,4.92%,0.00%,24.59%
INDEPENDENT,2014-15,First-Time Entrants,Opportunity Programs,Students with Disabilities,35,0.00%,0.00%,0.00%,0.00%,2.86%,2.86%,37.14%,62.86%,71.43%,0.00%,8.57%,0.00%,14.29%
INDEPENDENT,2015-16,First-Time Entrants,Opportunity Programs,Students with Disabilities,36,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,47.22%,66.67%,72.22%,0.00%,11.11%,0.00%,16.67%
INDEPENDENT,2016-17,First-Time Entrants,Opportunity Programs,Students with Disabilities,35,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.24%,55.88%,67.65%,0.00%,5.71%,2.86%,25.71%
INDEPENDENT,2017-18,First-Time Entrants,Opportunity Programs,Students with Disabilities,42,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.48%,52.38%,61.90%,0.00%,23.81%,0.00%,14.29%
INDEPENDENT,2018-19,First-Time Entrants,Opportunity Programs,Students with Disabilities,50,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,74.00%,78.00%,2.00%,4.00%,0.00%,16.00%
PROPRIETARY,2008-09,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2010-11,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2011-12,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2012-13,First-Time Entrants,Opportunity Programs,Students with Disabilities,13,0.00%,7.69%,15.38%,0.00%,0.00%,0.00%,30.77%,38.46%,38.46%,0.00%,0.00%,0.00%,46.15%
PROPRIETARY,2013-14,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2014-15,First-Time Entrants,Opportunity Programs,Students with Disabilities,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,77.78%,77.78%,0.00%,0.00%,0.00%,22.22%
PROPRIETARY,2015-16,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2016-17,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2017-18,First-Time Entrants,Opportunity Programs,Students with Disabilities,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2018-19,First-Time Entrants,Opportunity Programs,Students with Disabilities,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,66.67%,66.67%,0.00%,0.00%,0.00%,33.33%

